vessel,service,ata,atb,ats,liner,berth window,berth,berth status
MSC MAUREEN UA 728R,USA-STRING,21/07/2017 10:00,23/07/2017 21:25,24/07/2017 16:40,MSC,22/07/2017 07:00,3,IN
CORDELIA 015N,SAS,24/07/2017 09:00,24/07/2017 20:25,25/07/2017 11:40,LOG,24/07/2017 19:00,2,IN
MSC SARA ELENA FI 724A,IPANE-ASAS,22/07/2017 19:00,24/07/2017 03:10,25/07/2017 12:45,MSC,23/07/2017 01:00,1,IN
CS SETUBAL LP 728A,PARANA,20/07/2017 05:00,24/07/2017 21:20,25/07/2017 22:40,MSC,27/07/2017 01:00,3,IN
ALDEBARAN 043S,SAS,25/07/2017 18:00,25/07/2017 21:30,26/07/2017 14:55,LOG,25/07/2017 13:00,2,OUT
MSC VANESSA UA 726A,USA-STRING,26/07/2017 00:01,26/07/2017 03:35,27/07/2017 09:15,MSC,24/07/2017 07:00,3,OUT
MSC MELINE SS 728R,SPAIN,24/07/2017 12:00,25/07/2017 17:35,27/07/2017 14:45,MSC,25/07/2017 07:00,1,IN
MSC MARTA NA 729R,NWC1,26/07/2017 09:50,27/07/2017 02:20,28/07/2017 02:10,MSC,27/07/2017 19:00,2,IN
CEZANNE 1709,SAMBA,27/07/2017 22:30,28/07/2017 01:00,28/07/2017 17:15,MAE,24/07/2017 19:00,1,OUT
LOG-IN JACARANDA 080,SHUTTLE RI,27/07/2017 21:00,28/07/2017 00:10,28/07/2017 18:15,LOG,27/07/2017 13:00,3,OUT
MSC FIAMMETTA NA 727A,NWC1,28/07/2017 10:30,28/07/2017 14:45,29/07/2017 08:20,MSC,28/07/2017 13:00,2,IN
MERCOSUL SUAPE 1716,MERCO,28/07/2017 11:10,28/07/2017 21:30,29/07/2017 14:10,MER,28/07/2017 13:00,1,IN
RIO NEGRO 725N,WMED,29/07/2017 01:00,29/07/2017 02:45,29/07/2017 16:10,HAM,28/07/2017 19:00,3,OUT
CONTSHIP OAK LP 729A,PARANA,29/07/2017 05:00,29/07/2017 12:20,29/07/2017 23:10,MSC,27/07/2017 01:00,2,OUT
MSC CORUNA MM 727A,WMED,29/07/2017 09:06,29/07/2017 20:50,30/07/2017 14:50,MSC,29/07/2017 19:00,3,IN
MSC LUISA UA 729R,USA-STRING,28/07/2017 20:00,29/07/2017 19:50,31/07/2017 08:40,MSC,29/07/2017 07:00,1,IN
PEDRO ALVARES CABRAL 038N,ALCT1,30/07/2017 06:00,30/07/2017 21:00,31/07/2017 04:50,ALI,02/08/2017 19:00,3,IN
MAERSK LOTA 1708,SAMBA,30/07/2017 11:30,30/07/2017 13:10,31/07/2017 09:00,MAE,30/07/2017 13:00,2,IN
MSC MARINA UA 727A,USA-STRING,31/07/2017 06:00,31/07/2017 07:55,01/08/2017 01:15,MSC,31/07/2017 07:00,3,IN
MAERSK LABREA 1709,SAMBA,31/07/2017 22:00,31/07/2017 23:40,01/08/2017 20:40,MAE,31/07/2017 19:00,2,OUT
BOMAR RESOLVE 011N,SAS,31/07/2017 06:18,01/08/2017 05:45,01/08/2017 23:05,LOG,31/07/2017 19:00,3,IN
MSC ANTONELLA FI 725A,IPANE-ASAS,30/07/2017 00:12,31/07/2017 14:35,02/08/2017 08:25,MSC,30/07/2017 01:00,1,IN
MERCOSUL MANAUS 1715,SAS,01/08/2017 05:00,02/08/2017 05:50,03/08/2017 14:10,MER,01/08/2017 13:00,3,IN
MSC AGADIR SS 729R,SPAIN,01/08/2017 06:18,02/08/2017 04:55,03/08/2017 09:35,MSC,01/08/2017 07:00,2,IN
MOL ANCHORAGE 728B,IPANE-ASAS,01/08/2017 20:00,02/08/2017 11:30,03/08/2017 23:40,MOL,25/07/2017 07:00,1,OUT
MSC FIAMMETTA NA 730R,NWC1,02/08/2017 22:30,03/08/2017 13:35,04/08/2017 02:20,MSC,03/08/2017 19:00,2,IN
MSC MARGARITA NA 728A,NWC1,04/08/2017 14:06,05/08/2017 03:35,05/08/2017 18:45,MSC,04/08/2017 13:00,3,OUT
MSC NAOMI FI 729R,IPANE-ASAS,04/08/2017 19:06,05/08/2017 14:35,06/08/2017 13:15,MSC,01/08/2017 07:00,2,OUT
RHODOS MM 730R,WMED,04/08/2017 15:45,05/08/2017 16:55,06/08/2017 15:25,MSC,04/08/2017 19:00,1,IN
NORTHERN JUVENILE 726W,IPANE-ASAS,05/08/2017 17:42,05/08/2017 23:45,07/08/2017 16:00,MAE,06/08/2017 01:00,3,IN
MSC VANESSA UA 730R,USA-STRING,04/08/2017 03:24,06/08/2017 20:30,07/08/2017 18:05,MSC,05/08/2017 07:00,2,IN
MSC VIGO MM 728A,WMED,05/08/2017 15:48,06/08/2017 18:30,07/08/2017 18:40,MSC,05/08/2017 19:00,1,IN
ALDEBARAN 044N,SAS,07/08/2017 16:00,07/08/2017 22:35,08/08/2017 11:40,LOG,07/08/2017 19:00,3,IN
MSC FLORENTINA UA 728A,USA-STRING,07/08/2017 05:06,07/08/2017 22:00,08/08/2017 18:00,MSC,07/08/2017 07:00,2,IN
MSC SARA ELENA FI 730R,IPANE-ASAS,06/08/2017 22:48,08/08/2017 04:15,09/08/2017 14:10,MSC,08/08/2017 07:00,1,IN
LOG-IN JACARANDA 081S,SAS,05/08/2017 22:30,08/08/2017 14:55,09/08/2017 14:35,LOG,08/08/2017 13:00,3,IN
ALIANÇA MANAUS 148N,ALCT2,08/08/2017 06:00,09/08/2017 17:10,10/08/2017 02:10,ALI,09/08/2017 19:00,3,IN
MSC AZOV SS 730R,SPAIN,08/08/2017 03:42,08/08/2017 22:00,12/08/2017 17:10,MSC,08/08/2017 07:00,2,IN
MSC MARGARITA NA 731R,NWC1,09/08/2017 22:00,10/08/2017 05:30,11/08/2017 11:00,MSC,10/08/2017 19:00,3,IN
CEZANNE 1710,SAMBA,09/08/2017 20:30,09/08/2017 23:15,12/08/2017 17:35,MAE,06/08/2017 13:00,1,OUT
CS SETUBAL LP 730A,PARANA,09/08/2017 20:36,12/08/2017 11:50,13/08/2017 08:15,MSC,10/08/2017 01:00,3,IN
CORDELIA 016N,VITORIA,09/08/2017 07:42,12/08/2017 21:25,14/08/2017 00:35,LOG,05/08/2017 01:00,2,OUT
MSC BARCELONA MM 729A,WMED,12/08/2017 12:30,13/08/2017 11:55,14/08/2017 09:00,MSC,12/08/2017 19:00,3,IN
MAERSK LIMA 1709,SAMBA,13/08/2017 02:30,13/08/2017 07:05,14/08/2017 17:20,MAE,14/08/2017 19:00,1,IN
MSC FLORENTINA UA 731R,USA-STRING,11/08/2017 00:30,14/08/2017 03:55,15/08/2017 05:15,MSC,12/08/2017 07:00,2,IN
MSC MICHAELA UA 729A,USA-STRING,14/08/2017 00:11,14/08/2017 13:30,16/08/2017 02:15,MSC,14/08/2017 07:00,3,IN
BOMAR RESOLVE 011S,SAS,15/08/2017 08:40,15/08/2017 12:30,16/08/2017 06:35,LOG,15/08/2017 13:00,2,IN
MAERSK LETICIA 727W,IPANE-ASAS,14/08/2017 12:40,14/08/2017 22:30,16/08/2017 19:30,MAE,13/08/2017 01:00,1,OUT
MSC AJACCIO SS 732B,EXTRA CALL,15/08/2017 09:15,16/08/2017 05:25,17/08/2017 08:05,MSC,,3,OUT
MAERSK LABREA 1710,SAMBA,15/08/2017 16:00,16/08/2017 10:05,17/08/2017 13:10,MAE,13/08/2017 13:00,2,OUT
MERCOSUL ITAJAI 1718,MERCO,15/08/2017 18:10,17/08/2017 00:25,17/08/2017 16:40,MER,11/08/2017 13:00,1,OUT
MSC CORUNA MM 731R,WMED,15/08/2017 23:30,17/08/2017 13:00,18/08/2017 03:05,MSC,11/08/2017 19:00,3,OUT
MSC KRYSTAL NA 730A,NWC1,17/08/2017 19:00,17/08/2017 20:35,18/08/2017 20:35,MSC,18/08/2017 13:00,2,IN
CONTSHIP OAK LP 731A,PARANA,17/08/2017 19:54,18/08/2017 09:15,19/08/2017 02:40,MSC,17/08/2017 01:00,3,OUT
MAERSK LINS 1709,SAMBA,17/08/2017 19:15,17/08/2017 21:35,19/08/2017 11:50,MAE,14/08/2017 19:00,1,OUT
LOG-IN JATOBÁ 139N,MERCO,18/08/2017 11:18,19/08/2017 00:25,19/08/2017 19:41,LOG,18/08/2017 13:00,2,IN
MSC VIGO MM 732R,WMED,18/08/2017 19:36,19/08/2017 07:25,19/08/2017 23:15,ALI,18/08/2017 19:00,3,OUT
MSC MARINA UA 732R,USA-STRING,18/08/2017 08:23,20/08/2017 03:05,21/08/2017 15:45,MSC,19/08/2017 07:00,3,IN
SEAMAX NORWALK 1702,EXTRA CALL,13/08/2017 12:00,19/08/2017 15:10,22/08/2017 01:45,MAE,,1,OUT
MSC ANTONELLA FI 731R,IPANE-ASAS,18/08/2017 22:00,19/08/2017 21:00,22/08/2017 15:20,MSC,15/08/2017 07:00,2,OUT
LOG-IN JACARANDA 082N,SAS,20/08/2017 20:50,21/08/2017 20:40,22/08/2017 09:20,LOG,21/08/2017 19:00,3,IN
MERCOSUL MANAUS 1716,SAS,19/08/2017 06:45,22/08/2017 06:10,22/08/2017 15:50,MER,14/08/2017 19:00,1,OUT
ALDEBARAN 044S,SAS,22/08/2017 11:00,22/08/2017 12:25,22/08/2017 22:40,LOG,22/08/2017 13:00,3,IN
ALIANÇA MANAUS 149N,ALCT2,22/08/2017 03:45,22/08/2017 20:50,23/08/2017 08:00,ALI,23/08/2017 19:00,1,IN
SM QINGDAO 729W,EXTRA CALL,23/08/2017 08:00,23/08/2017 10:15,24/08/2017 05:20,MAE,,3,OUT
MSC AMALFI SS 731R,SPAIN,21/08/2017 02:30,22/08/2017 21:40,24/08/2017 16:58,MSC,15/08/2017 07:00,2,OUT
CORDELIA 017N,VITORIA,24/08/2017 01:00,24/08/2017 03:55,25/08/2017 04:15,LOG,19/08/2017 01:00,1,OUT
MAERSK LEON 1709,SAMBA,24/08/2017 04:46,24/08/2017 12:55,25/08/2017 12:15,MAE,21/08/2017 19:00,3,OUT
MSC KRYSTAL NA 733R,NWC1,23/08/2017 08:00,24/08/2017 21:55,25/08/2017 19:45,MSC,24/08/2017 19:00,2,IN
RIO BARROW NA 731A,NWC1,24/08/2017 22:54,25/08/2017 09:00,26/08/2017 03:10,HLC,25/08/2017 13:00,1,IN
MAERSK LIMA 1710,SAMBA,25/08/2017 07:00,25/08/2017 16:55,26/08/2017 19:10,MAE,20/08/2017 13:00,3,OUT
MSC BARCELONA MM 733R,WMED,25/08/2017 22:30,26/08/2017 02:15,26/08/2017 23:45,MSC,25/08/2017 19:00,2,OUT
LOG-IN PANTANAL 173,SHUTTLE RI,10/08/2017 05:00,27/08/2017 01:25,27/08/2017 12:10,LOG,24/08/2017 13:00,2,IN
MSC MICHAELA UA 733R,USA-STRING,26/08/2017 02:30,26/08/2017 12:10,27/08/2017 14:40,MSC,26/08/2017 07:00,1,IN
POHORJE 1709,EXTRA CALL,24/08/2017 08:00,26/08/2017 22:55,27/08/2017 22:45,MAE,,3,OUT
MSC CADIZ MM 731A,WMED,26/08/2017 07:00,27/08/2017 14:50,28/08/2017 10:45,MSC,26/08/2017 19:00,2,IN
NORTHERN JUVENILE 726E,IPANE-ASAS,24/08/2017 12:00,28/08/2017 05:55,28/08/2017 23:00,MAE,22/08/2017 07:00,3,OUT
MSC JEONGMIN FI 729A,IPANE-ASAS,26/08/2017 19:12,27/08/2017 21:55,29/08/2017 11:55,MSC,27/08/2017 01:00,1,IN
BOMAR RESOLVE 012N,SAS,28/08/2017 11:00,29/08/2017 01:25,29/08/2017 18:40,LOG,28/08/2017 19:00,3,IN
MSC ALESSIA UA 731A,USA-STRING,27/08/2017 17:18,28/08/2017 14:25,29/08/2017 23:50,MSC,28/08/2017 07:00,2,IN
MSC AJACCIO SS 732R,SPAIN,26/08/2017 06:30,29/08/2017 22:40,31/08/2017 10:15,MSC,22/08/2017 07:00,3,OUT
SM QINGDAO 729E,EXTRA CALL,29/08/2017 14:33,30/08/2017 05:05,31/08/2017 17:10,MAE,,2,OUT
MAERSK SIRAC 728W,IPANE-ASAS,29/08/2017 13:28,29/08/2017 17:55,01/09/2017 10:50,MAE,27/08/2017 01:00,1,OUT
RIO BARROW NA 734R,NWC1,30/08/2017 04:42,31/08/2017 21:00,01/09/2017 19:00,HLC,31/08/2017 19:00,2,IN
MSC ARICA SS 733R,SPAIN,30/08/2017 07:00,31/08/2017 14:25,03/09/2017 12:45,MSC,29/08/2017 07:00,3,OUT
MERCOSUL SANTOS 1718,MERCO,01/09/2017 11:05,01/09/2017 23:30,02/09/2017 17:35,MER,01/09/2017 13:00,2,IN
MAERSK LABERINTO 1709,SAMBA,31/08/2017 13:30,01/09/2017 02:00,03/09/2017 01:50,MAE,28/08/2017 19:00,1,OUT
MSC ALICANTE MM 732A,WMED,02/09/2017 11:24,02/09/2017 21:00,03/09/2017 09:50,MSC,02/09/2017 19:00,2,IN
MAERSK LINS 1710,SAMBA,01/09/2017 18:16,03/09/2017 07:45,04/09/2017 12:50,MAE,27/08/2017 13:00,1,OUT
CS SETUBAL LP 732A,PARANA,29/08/2017 00:00,03/09/2017 15:25,04/09/2017 13:10,MSC,31/08/2017 01:00,3,IN
MAERSK LETICIA 727E,IPANE-ASAS,01/09/2017 00:06,03/09/2017 19:00,05/09/2017 13:15,MAE,29/08/2017 07:00,2,OUT
MSC VIDHI NA 732A,NWC1,01/09/2017 23:36,04/09/2017 18:00,05/09/2017 16:05,MSC,01/09/2017 13:00,3,OUT
NORTHERN MAJESTIC UA 734R,USA-STRING,02/09/2017 01:40,04/09/2017 19:35,06/09/2017 02:40,MSC,02/09/2017 07:00,1,IN
ALDEBARAN 045N,SAS,05/09/2017 18:42,06/09/2017 07:20,06/09/2017 18:40,LOG,04/09/2017 19:00,1,OUT
MAERSK LEON 1710,SAMBA,03/09/2017 23:00,05/09/2017 20:35,07/09/2017 03:15,MAE,03/09/2017 13:00,2,OUT
MSC MAUREEN UA 732A,USA-STRING,04/09/2017 01:00,05/09/2017 21:05,07/09/2017 07:45,MSC,04/09/2017 07:00,3,IN
LOG-IN JACARANDA 082S,SAS,05/09/2017 11:20,07/09/2017 11:20,08/09/2017 02:15,LOG,05/09/2017 13:00,3,IN
MAERSK LAMANAI 1709,SAMBA,06/09/2017 07:26,07/09/2017 06:40,08/09/2017 11:10,MAE,04/09/2017 19:00,2,OUT
MSC MELINE SS 734R,SPAIN,05/09/2017 06:36,06/09/2017 21:55,08/09/2017 16:55,MSC,05/09/2017 07:00,1,IN
MSC VIDHI NA 735R,NWC1,08/09/2017 02:30,08/09/2017 06:00,09/09/2017 00:10,MSC,07/09/2017 19:00,3,OUT
CONTSHIP OAK LP 733A,PARANA,03/09/2017 06:06,08/09/2017 14:15,09/09/2017 04:15,MSC,31/08/2017 01:00,2,OUT
MSC ALESSIA MM 735R,WMED,08/09/2017 18:00,08/09/2017 22:35,09/09/2017 17:20,MSC,08/09/2017 19:00,1,IN
CORDELIA 018N,VITORIA,06/09/2017 04:48,09/09/2017 08:55,09/09/2017 22:40,ALI,09/09/2017 01:00,2,IN
MSC MARTA NA 733A,NWC1,08/09/2017 05:30,09/09/2017 03:20,09/09/2017 23:15,MSC,08/09/2017 13:00,3,IN
RIO NEGRO 733S,WMED,09/09/2017 10:00,09/09/2017 20:20,10/09/2017 08:10,HAM,09/09/2017 19:00,1,IN
MERCOSUL ITAJAI 1720,MERCO,09/09/2017 20:30,10/09/2017 02:10,10/09/2017 08:40,MER,08/09/2017 13:00,2,OUT
MSC AGADIR SS 736B,EXTRA CALL,06/09/2017 20:33,10/09/2017 02:45,10/09/2017 23:45,MSC,,3,OUT
MSC CADIZ UA 735R,USA-STRING,08/09/2017 01:54,10/09/2017 11:55,11/09/2017 08:15,MSC,09/09/2017 07:00,2,IN
MSC LUISA UA 733A,USA-STRING,11/09/2017 03:15,11/09/2017 05:30,12/09/2017 02:45,MSC,11/09/2017 07:00,1,IN
MAERSK LOTA 1709,SAMBA,11/09/2017 12:30,11/09/2017 13:55,12/09/2017 09:10,MAE,11/09/2017 19:00,2,IN
MERCOSUL MANAUS 1718,SAS,11/09/2017 07:55,12/09/2017 01:35,12/09/2017 18:45,MER,11/09/2017 19:00,3,IN
BOMAR RESOLVE 012S,SAS,12/09/2017 08:48,12/09/2017 12:30,13/09/2017 07:40,LOG,12/09/2017 13:00,2,IN
MOL LONDRINA 731A,IPANE-ASAS,12/09/2017 03:00,12/09/2017 06:40,13/09/2017 12:45,MOL,10/09/2017 01:00,1,OUT
ALIANCA SANTOS 144N,ALCT2,12/09/2017 05:40,13/09/2017 03:45,13/09/2017 16:10,ALI,13/09/2017 19:00,3,IN
MSC AZOV SS 737B,EXTRA CALL,13/09/2017 17:00,13/09/2017 19:45,15/09/2017 01:10,MSC,,2,OUT
MSC JEONGMIN FI 735R,IPANE-ASAS,13/09/2017 23:00,14/09/2017 00:30,15/09/2017 10:35,MSC,12/09/2017 07:00,1,OUT
MAERSK LABERINTO 1710,SAMBA,14/09/2017 04:00,14/09/2017 06:45,15/09/2017 21:25,MAE,10/09/2017 13:00,3,OUT
MSC FIAMMETTA NA 734A,NWC1,15/09/2017 11:45,15/09/2017 14:55,16/09/2017 13:15,MSC,15/09/2017 13:00,1,IN
MSC ALICANTE MM 736R,WMED,15/09/2017 11:12,16/09/2017 00:55,16/09/2017 21:15,MSC,15/09/2017 19:00,3,IN
MAERSK SIRAC 728E,IPANE-ASAS,15/09/2017 12:00,15/09/2017 14:15,17/09/2017 12:15,MAE,05/09/2017 07:00,2,OUT
RHODOS MM 734A,WMED,16/09/2017 07:10,16/09/2017 18:20,17/09/2017 15:35,MSC,16/09/2017 19:00,1,IN
MSC LUISA NA 736R,NWC1,16/09/2017 22:15,17/09/2017 01:25,18/09/2017 01:05,MSC,14/09/2017 19:00,3,OUT
LOG-IN RESILIENTE 002N,VITORIA,17/09/2017 18:00,17/09/2017 20:25,18/09/2017 22:25,LOG,16/09/2017 01:00,2,OUT
MOL ABIDJAN 732A,IPANE-ASAS,17/09/2017 17:00,17/09/2017 19:25,19/09/2017 03:10,MOL,17/09/2017 01:00,1,OUT
CEZANNE 1711,SAMBA,18/09/2017 18:00,19/09/2017 01:40,19/09/2017 17:45,MAE,18/09/2017 19:00,2,IN
MSC VANESSA UA 734A,USA-STRING,18/09/2017 05:00,18/09/2017 07:00,19/09/2017 21:40,MSC,18/09/2017 07:00,3,IN
ALDEBARAN 045S,SAS,19/09/2017 12:48,20/09/2017 00:35,20/09/2017 15:45,LOG,19/09/2017 13:00,3,IN
MSC AGADIR SS 736R,SPAIN,19/09/2017 06:00,19/09/2017 15:30,21/09/2017 02:05,MSC,19/09/2017 07:00,1,IN
ALIANCA MANAUS 151N,ALCT2,19/09/2017 07:00,20/09/2017 18:00,21/09/2017 07:15,HAM,20/09/2017 19:00,3,IN
MSC MAUREEN UA 736R,USA-STRING,19/09/2017 22:30,21/09/2017 06:20,21/09/2017 22:45,MSC,16/09/2017 07:00,1,OUT
MAERSK LAGUNA 730E,IPANE-ASAS,19/09/2017 19:30,19/09/2017 21:00,22/09/2017 03:15,MAE,19/09/2017 07:00,2,OUT
CONTSHIP OAK LP 735A,PARANA,19/09/2017 19:00,21/09/2017 14:20,22/09/2017 17:10,MSC,21/09/2017 01:00,3,IN
MSC FIAMMETTA NA 737R,NWC1,20/09/2017 12:00,22/09/2017 06:40,22/09/2017 20:00,MSC,21/09/2017 19:00,2,IN
MAERSK LAMANAI 1710,SAMBA,21/09/2017 20:00,22/09/2017 02:30,23/09/2017 04:20,MAE,10/09/2017 13:00,1,OUT
RIO NEGRO 733N,WMED,22/09/2017 12:18,22/09/2017 23:25,23/09/2017 18:15,HLC,22/09/2017 19:00,2,IN
MSC MARGARITA NA 735A,NWC1,22/09/2017 10:18,23/09/2017 00:20,23/09/2017 20:10,MSC,22/09/2017 13:00,3,IN
MERCOSUL SUAPE 1720,MERCO,22/09/2017 16:30,23/09/2017 09:00,23/09/2017 21:10,MER,22/09/2017 13:00,1,OUT
MSC CORUNA MM 735A,WMED,23/09/2017 09:54,24/09/2017 02:15,24/09/2017 15:10,MSC,23/09/2017 19:00,3,IN
MSC MARTA UA 737R,USA-STRING,21/09/2017 21:00,24/09/2017 01:25,24/09/2017 17:15,MSC,23/09/2017 07:00,2,IN
MAERSK LOTA 1710,SAMBA,24/09/2017 11:30,24/09/2017 13:30,25/09/2017 03:40,MAE,24/09/2017 13:00,1,IN
MSC FLORENTINA UA 735A,USA-STRING,24/09/2017 01:58,24/09/2017 21:05,25/09/2017 18:10,MSC,25/09/2017 07:00,2,IN
BOMAR RESOLVE 013N,SAS,25/09/2017 12:00,25/09/2017 13:30,26/09/2017 10:30,LOG,25/09/2017 19:00,3,IN
MSC GIULIA FI 733A,IPANE-ASAS,25/09/2017 13:45,25/09/2017 17:05,26/09/2017 21:15,MSC,24/09/2017 01:00,1,OUT
MSC AZOV SS 737R,SPAIN,25/09/2017 11:00,25/09/2017 21:35,28/09/2017 06:10,MSC,26/09/2017 07:00,2,IN
LOG-IN RESILIENTE 003N,VITORIA,26/09/2017 12:00,27/09/2017 00:20,27/09/2017 23:45,LOG,23/09/2017 01:00,1,OUT
MAERSK LABREA 1711,SAMBA,26/09/2017 19:00,26/09/2017 20:40,28/09/2017 10:40,MAE,25/09/2017 19:00,3,OUT
MERCOSUL MANAUS 1719,SAS,27/09/2017 08:20,28/09/2017 02:25,28/09/2017 16:00,MER,26/09/2017 13:00,1,OUT
MSC FLORENTINA NA 738R,NWC1,27/09/2017 20:04,28/09/2017 14:40,29/09/2017 13:35,MSC,28/09/2017 19:00,3,IN
E.R LONDON NA 736A,NWC1,29/09/2017 04:00,29/09/2017 06:05,29/09/2017 21:50,HLC,29/09/2017 13:00,1,IN
MOL LONDRINA 737B,IPANE-ASAS,27/09/2017 22:36,28/09/2017 10:05,29/09/2017 22:15,MOL,26/09/2017 07:00,2,OUT
MERCOSUL SANTOS 1720,MERCO,29/09/2017 23:30,30/09/2017 04:45,30/09/2017 15:40,MER,29/09/2017 13:00,2,OUT
RHODOS MM 738R,WMED,29/09/2017 18:00,30/09/2017 02:05,30/09/2017 19:35,MSC,29/09/2017 19:00,3,IN
MSC VANESSA UA 738R,USA-STRING,28/09/2017 21:48,30/09/2017 04:10,01/10/2017 01:45,MSC,30/09/2017 07:00,1,IN
MSC VIGO MM 736A,WMED,30/09/2017 10:24,30/09/2017 18:50,01/10/2017 11:35,MSC,30/09/2017 19:00,2,IN
MOL ANCHORAGE 734A,IPANE-ASAS,30/09/2017 23:00,01/10/2017 00:35,01/10/2017 22:05,MOL,01/10/2017 01:00,3,IN
CEZANNE 1712,SAMBA,02/10/2017 00:30,02/10/2017 02:00,03/10/2017 00:15,MAE,01/10/2017 13:00,1,OUT
MSC AJACCIO SS 739B,EXTRA CALL,02/10/2017 10:00,02/10/2017 13:00,03/10/2017 05:10,MSC,,2,OUT
MAERSK LIMA 1711,SAMBA,02/10/2017 17:30,02/10/2017 19:05,03/10/2017 14:15,MAE,02/10/2017 19:00,3,IN
ALDEBARAN 046N,SAS,03/10/2017 19:15,03/10/2017 21:50,04/10/2017 14:40,LOG,02/10/2017 19:00,3,OUT
MOL ABIDJAN 738B,IPANE-ASAS,03/10/2017 04:12,03/10/2017 13:35,05/10/2017 00:45,MOL,03/10/2017 07:00,2,IN
ALIANCA MANAUS 152N,ALCT2,03/10/2017 06:36,04/10/2017 17:40,05/10/2017 08:15,ALI,04/10/2017 19:00,3,IN
MSC AMALFI SS 738R,SPAIN,03/10/2017 06:24,03/10/2017 14:10,05/10/2017 15:45,MSC,03/10/2017 07:00,1,IN
MSC MARINA UA 736A,USA-STRING,04/10/2017 03:00,05/10/2017 03:45,06/10/2017 09:45,MSC,02/10/2017 07:00,2,OUT
CONTSHIP OAK LP 737A,PARANA,03/10/2017 17:00,05/10/2017 11:20,06/10/2017 13:05,MSC,05/10/2017 01:00,3,IN
E.R LONDON NA 739R,NWC1,04/10/2017 07:30,05/10/2017 19:35,06/10/2017 16:45,HLC,05/10/2017 19:00,1,IN
MERCOSUL ITAJAI 1722,MERCO,06/10/2017 17:00,06/10/2017 21:50,07/10/2017 08:40,MER,06/10/2017 13:00,1,OUT
MSC KRYSTAL NA 737A,NWC1,05/10/2017 17:36,06/10/2017 12:50,07/10/2017 09:50,MSC,06/10/2017 13:00,2,IN
MSC CORUNA MM 739R,WMED,06/10/2017 12:30,06/10/2017 20:35,07/10/2017 15:40,MSC,06/10/2017 19:00,3,IN
LOG-IN RESILIENTE 004N,VITORIA,06/10/2017 21:30,07/10/2017 14:35,08/10/2017 15:20,LOG,07/10/2017 01:00,2,IN
MSC BARCELONA MM 737A,WMED,07/10/2017 11:30,07/10/2017 19:50,08/10/2017 18:40,MSC,07/10/2017 19:00,3,IN
TALASSA XA 734A,EXTRA CALL,02/10/2017 22:18,07/10/2017 13:25,08/10/2017 23:45,MSC,,1,OUT
MSC MICHAELA UA 737A,USA-STRING,08/10/2017 16:00,08/10/2017 23:00,10/10/2017 02:15,MSC,09/10/2017 07:00,3,IN
MSC NAOMI FI 735A,IPANE-ASAS,08/10/2017 00:01,08/10/2017 17:55,10/10/2017 12:50,MSC,08/10/2017 01:00,2,IN
MAERSK LABREA 1712,SAMBA,09/10/2017 03:00,09/10/2017 04:35,10/10/2017 11:20,MAE,08/10/2017 13:00,1,OUT
MSC MARGARITA UA 739R,USA-STRING,06/10/2017 11:10,10/10/2017 05:50,10/10/2017 21:10,MSC,07/10/2017 07:00,3,IN
MERCOSUL MANAUS 1720,SAS,09/10/2017 19:25,10/10/2017 18:00,11/10/2017 07:40,MER,09/10/2017 19:00,1,OUT
MAERSK LINS 1711,SAMBA,10/10/2017 05:00,10/10/2017 16:58,11/10/2017 16:15,MAE,09/10/2017 19:00,2,OUT
MSC KRYSTAL UA 737A,USA-STRING,07/10/2017 12:14,11/10/2017 01:20,11/10/2017 16:45,MSC,09/10/2017 07:00,3,IN
BOMAR RESOLVE 013S,SAS,09/10/2017 23:42,11/10/2017 18:35,12/10/2017 12:10,LOG,10/10/2017 13:00,3,IN
MSC AJACCIO SS 739R,SPAIN,10/10/2017 00:45,11/10/2017 13:35,13/10/2017 09:15,MSC,10/10/2017 07:00,1,IN
ALIANCA SANTOS 146N,ALCT2,11/10/2017 14:00,12/10/2017 16:30,13/10/2017 09:20,ALI,11/10/2017 19:00,3,IN
MSC GIULIA FI 739R,IPANE-ASAS,10/10/2017 06:20,11/10/2017 20:00,13/10/2017 10:15,MSC,10/10/2017 07:00,2,IN
RIO BARROW NA 738A,NWC1,13/10/2017 05:06,13/10/2017 14:50,14/10/2017 03:10,HLC,13/10/2017 13:00,3,IN
MSC VIGO MM 740R,WMED,13/10/2017 16:00,13/10/2017 18:20,14/10/2017 09:10,MSC,14/10/2017 19:00,1,IN
LOG-IN JATOBÁ 143N,MERCO,13/10/2017 21:00,13/10/2017 22:35,14/10/2017 13:15,LOG,13/10/2017 13:00,2,OUT
RIO DE JANEIRO 738S,WMED,14/10/2017 05:30,14/10/2017 07:55,14/10/2017 22:35,HAM,14/10/2017 19:00,3,IN
MOL PARAMOUNT NA 740R,NWC1,14/10/2017 19:00,15/10/2017 03:40,16/10/2017 02:15,MSC,12/10/2017 19:00,1,OUT
MSC SARA ELENA FI 736A,IPANE-ASAS,14/10/2017 23:00,15/10/2017 03:00,16/10/2017 08:15,MSC,08/10/2017 01:00,3,OUT
LOG-IN RESILIENTE 005N,VITORIA,14/10/2017 14:30,15/10/2017 09:30,16/10/2017 14:55,LOG,14/10/2017 01:00,2,OUT
NORTHERN MAJESTIC UA 738A,USA-STRING,15/10/2017 17:48,16/10/2017 07:30,17/10/2017 01:15,MSC,16/10/2017 07:00,1,IN
